benchmark,job_n,mc_n,instance_i,agent_type,action_type,rule,makespan,time
DMU,20,15,0,rule,buffer,MOR,3130,0.2542
DMU,20,15,0,rule,buffer,FDD/MWKR,3265,0.2542
DMU,20,15,0,rule,buffer,LRPT,3237,0.2542
DMU,20,15,0,rule,buffer,SPT,2981,0.2542
DMU,20,15,1,rule,buffer,LTT,3278,0.2713
DMU,20,15,1,rule,buffer,MOR,3244,0.2713
DMU,20,15,1,rule,buffer,FDD/MWKR,3380,0.2713
DMU,20,15,1,rule,buffer,LRPT,3444,0.2713
DMU,20,15,1,rule,buffer,SPT,3834,0.2713
DMU,20,15,2,rule,buffer,LTT,3290,0.2611
DMU,20,15,2,rule,buffer,MOR,3288,0.2611
DMU,20,15,2,rule,buffer,FDD/MWKR,3358,0.2611
DMU,20,15,2,rule,buffer,LRPT,3411,0.2611
DMU,20,15,2,rule,buffer,SPT,3565,0.2611
DMU,20,15,3,rule,buffer,LTT,3111,0.2551
DMU,20,15,3,rule,buffer,MOR,3158,0.2551
DMU,20,15,3,rule,buffer,FDD/MWKR,3274,0.2551
DMU,20,15,3,rule,buffer,LRPT,3187,0.2551
DMU,20,15,3,rule,buffer,SPT,3303,0.2551
DMU,20,15,4,rule,buffer,LTT,3317,0.2691
DMU,20,15,4,rule,buffer,MOR,3671,0.2691
DMU,20,15,4,rule,buffer,FDD/MWKR,3388,0.2691
DMU,20,15,4,rule,buffer,LRPT,3594,0.2691
DMU,20,15,4,rule,buffer,SPT,3898,0.2691
DMU,20,15,5,rule,buffer,LTT,4264,0.301
DMU,20,15,5,rule,buffer,MOR,4067,0.301
DMU,20,15,5,rule,buffer,FDD/MWKR,4107,0.301
DMU,20,15,5,rule,buffer,LRPT,4262,0.301
DMU,20,15,5,rule,buffer,SPT,4213,0.301
DMU,20,15,6,rule,buffer,LTT,4367,0.279
DMU,20,15,6,rule,buffer,MOR,4555,0.279
DMU,20,15,6,rule,buffer,FDD/MWKR,4388,0.279
DMU,20,15,6,rule,buffer,LRPT,4631,0.279
DMU,20,15,6,rule,buffer,SPT,4217,0.279
DMU,20,15,7,rule,buffer,LTT,4188,0.295
DMU,20,15,7,rule,buffer,MOR,4412,0.295
DMU,20,15,7,rule,buffer,FDD/MWKR,4446,0.295
DMU,20,15,7,rule,buffer,LRPT,4169,0.295
DMU,20,15,7,rule,buffer,SPT,4403,0.295
DMU,20,15,8,rule,buffer,LTT,4467,0.2863
DMU,20,15,8,rule,buffer,MOR,4939,0.2863
DMU,20,15,8,rule,buffer,FDD/MWKR,4741,0.2863
DMU,20,15,8,rule,buffer,LRPT,4435,0.2863
DMU,20,15,8,rule,buffer,SPT,4437,0.2863
DMU,20,15,9,rule,buffer,LTT,4146,0.2719
DMU,20,15,9,rule,buffer,MOR,4403,0.2719
DMU,20,15,9,rule,buffer,FDD/MWKR,4272,0.2719
DMU,20,15,9,rule,buffer,LRPT,4339,0.2719
DMU,20,15,9,rule,buffer,SPT,3882,0.2719
DMU,20,20,0,rule,buffer,LTT,3797,0.3742
DMU,20,20,0,rule,buffer,MOR,3783,0.3742
DMU,20,20,0,rule,buffer,FDD/MWKR,3796,0.3742
DMU,20,20,0,rule,buffer,LRPT,3949,0.3742
DMU,20,20,0,rule,buffer,SPT,4820,0.3742
DMU,20,20,1,rule,buffer,LTT,3560,0.3598
DMU,20,20,1,rule,buffer,MOR,3745,0.3598
DMU,20,20,1,rule,buffer,FDD/MWKR,3655,0.3598
DMU,20,20,1,rule,buffer,LRPT,3691,0.3598
DMU,20,20,1,rule,buffer,SPT,3802,0.3598
DMU,20,20,2,rule,buffer,LTT,4034,0.3568
DMU,20,20,2,rule,buffer,MOR,3898,0.3568
DMU,20,20,2,rule,buffer,FDD/MWKR,3937,0.3568
DMU,20,20,2,rule,buffer,LRPT,4262,0.3568
DMU,20,20,2,rule,buffer,SPT,4520,0.3568
DMU,20,20,3,rule,buffer,LTT,3721,0.3493
DMU,20,20,3,rule,buffer,MOR,3826,0.3493
DMU,20,20,3,rule,buffer,FDD/MWKR,3812,0.3493
DMU,20,20,3,rule,buffer,LRPT,3708,0.3493
DMU,20,20,3,rule,buffer,SPT,4316,0.3493
DMU,20,20,4,rule,buffer,LTT,3545,0.3559
DMU,20,20,4,rule,buffer,MOR,3526,0.3559
DMU,20,20,4,rule,buffer,FDD/MWKR,3371,0.3559
DMU,20,20,4,rule,buffer,LRPT,3408,0.3559
DMU,20,20,4,rule,buffer,SPT,3555,0.3559
DMU,20,20,5,rule,buffer,LTT,4975,0.3917
DMU,20,20,5,rule,buffer,MOR,4967,0.3917
DMU,20,20,5,rule,buffer,FDD/MWKR,4949,0.3917
DMU,20,20,5,rule,buffer,LRPT,5251,0.3917
DMU,20,20,5,rule,buffer,SPT,5434,0.3917
DMU,20,20,6,rule,buffer,LTT,4860,0.3986
DMU,20,20,6,rule,buffer,MOR,5172,0.3986
DMU,20,20,6,rule,buffer,FDD/MWKR,5132,0.3986
DMU,20,20,6,rule,buffer,LRPT,5025,0.3986
DMU,20,20,6,rule,buffer,SPT,4634,0.3986
DMU,20,20,7,rule,buffer,LTT,4828,0.3857
DMU,20,20,7,rule,buffer,MOR,4831,0.3857
DMU,20,20,7,rule,buffer,FDD/MWKR,4795,0.3857
DMU,20,20,7,rule,buffer,LRPT,5101,0.3857
DMU,20,20,7,rule,buffer,SPT,4835,0.3857
DMU,20,20,8,rule,buffer,LTT,4605,0.3655
DMU,20,20,8,rule,buffer,MOR,4880,0.3655
DMU,20,20,8,rule,buffer,FDD/MWKR,4765,0.3655
DMU,20,20,8,rule,buffer,LRPT,5016,0.3655
DMU,20,20,8,rule,buffer,SPT,4825,0.3655
DMU,20,20,9,rule,buffer,LTT,4742,0.3758
DMU,20,20,9,rule,buffer,MOR,4961,0.3758
DMU,20,20,9,rule,buffer,FDD/MWKR,5132,0.3758
DMU,20,20,9,rule,buffer,LRPT,4807,0.3758
DMU,20,20,9,rule,buffer,SPT,4853,0.3758
DMU,30,15,0,rule,buffer,LTT,4457,0.4037
DMU,30,15,0,rule,buffer,MOR,4520,0.4037
DMU,30,15,0,rule,buffer,FDD/MWKR,4509,0.4037
DMU,30,15,0,rule,buffer,LRPT,4593,0.4037
DMU,30,15,0,rule,buffer,SPT,4462,0.4037
DMU,30,15,1,rule,buffer,LTT,4017,0.4416
DMU,30,15,1,rule,buffer,MOR,4187,0.4416
DMU,30,15,1,rule,buffer,FDD/MWKR,4250,0.4416
DMU,30,15,1,rule,buffer,LRPT,4193,0.4416
DMU,30,15,1,rule,buffer,SPT,4778,0.4416
DMU,30,15,2,rule,buffer,LTT,4419,0.429
DMU,30,15,2,rule,buffer,MOR,4450,0.429
DMU,30,15,2,rule,buffer,FDD/MWKR,4515,0.429
DMU,30,15,2,rule,buffer,LRPT,4571,0.429
DMU,30,15,2,rule,buffer,SPT,4956,0.429
DMU,30,15,3,rule,buffer,LTT,3926,0.4264
DMU,30,15,3,rule,buffer,MOR,4027,0.4264
DMU,30,15,3,rule,buffer,FDD/MWKR,3878,0.4264
DMU,30,15,3,rule,buffer,LRPT,4144,0.4264
DMU,30,15,3,rule,buffer,SPT,4914,0.4264
DMU,30,15,4,rule,buffer,LTT,4252,0.4784
DMU,30,15,4,rule,buffer,MOR,4126,0.4784
DMU,30,15,4,rule,buffer,FDD/MWKR,4050,0.4784
DMU,30,15,4,rule,buffer,LRPT,4375,0.4784
DMU,30,15,4,rule,buffer,SPT,4116,0.4784
DMU,30,15,5,rule,buffer,LTT,5603,0.4448
DMU,30,15,5,rule,buffer,MOR,6342,0.4448
DMU,30,15,5,rule,buffer,FDD/MWKR,5924,0.4448
DMU,30,15,5,rule,buffer,LRPT,5950,0.4448
DMU,30,15,5,rule,buffer,SPT,5833,0.4448
DMU,30,15,6,rule,buffer,LTT,5673,0.4376
DMU,30,15,6,rule,buffer,MOR,6115,0.4376
DMU,30,15,6,rule,buffer,FDD/MWKR,6181,0.4376
DMU,30,15,6,rule,buffer,LRPT,5741,0.4376
DMU,30,15,6,rule,buffer,SPT,5667,0.4376
DMU,30,15,7,rule,buffer,LTT,5832,0.446
DMU,30,15,7,rule,buffer,MOR,6323,0.446
DMU,30,15,7,rule,buffer,FDD/MWKR,6028,0.446
DMU,30,15,7,rule,buffer,LRPT,5830,0.446
DMU,30,15,7,rule,buffer,SPT,5270,0.446
DMU,30,15,8,rule,buffer,LTT,5714,0.4612
DMU,30,15,8,rule,buffer,MOR,6178,0.4612
DMU,30,15,8,rule,buffer,FDD/MWKR,6059,0.4612
DMU,30,15,8,rule,buffer,LRPT,5814,0.4612
DMU,30,15,8,rule,buffer,SPT,5815,0.4612
DMU,30,15,9,rule,buffer,LTT,6138,0.456
DMU,30,15,9,rule,buffer,MOR,6204,0.456
DMU,30,15,9,rule,buffer,FDD/MWKR,6179,0.456
DMU,30,15,9,rule,buffer,LRPT,6167,0.456
DMU,30,15,9,rule,buffer,SPT,5279,0.456
DMU,30,20,0,rule,buffer,LTT,4485,0.6632
DMU,30,20,0,rule,buffer,MOR,4480,0.6632
DMU,30,20,0,rule,buffer,FDD/MWKR,4487,0.6632
DMU,30,20,0,rule,buffer,LRPT,4495,0.6632
DMU,30,20,0,rule,buffer,SPT,4907,0.6632
DMU,30,20,1,rule,buffer,LTT,4626,0.7108
DMU,30,20,1,rule,buffer,MOR,4810,0.7108
DMU,30,20,1,rule,buffer,FDD/MWKR,4694,0.7108
DMU,30,20,1,rule,buffer,LRPT,4999,0.7108
DMU,30,20,1,rule,buffer,SPT,5043,0.7108
DMU,30,20,2,rule,buffer,LTT,4635,0.6438
DMU,30,20,2,rule,buffer,MOR,4536,0.6438
DMU,30,20,2,rule,buffer,FDD/MWKR,4723,0.6438
DMU,30,20,2,rule,buffer,LRPT,4660,0.6438
DMU,30,20,2,rule,buffer,SPT,5890,0.6438
DMU,30,20,3,rule,buffer,LTT,4657,0.6555
DMU,30,20,3,rule,buffer,MOR,4825,0.6555
DMU,30,20,3,rule,buffer,FDD/MWKR,4639,0.6555
DMU,30,20,3,rule,buffer,LRPT,4664,0.6555
DMU,30,20,3,rule,buffer,SPT,4729,0.6555
DMU,30,20,4,rule,buffer,LTT,4498,0.6447
DMU,30,20,4,rule,buffer,MOR,4431,0.6447
DMU,30,20,4,rule,buffer,FDD/MWKR,4405,0.6447
DMU,30,20,4,rule,buffer,LRPT,4510,0.6447
DMU,30,20,4,rule,buffer,SPT,5618,0.6447
DMU,30,20,5,rule,buffer,LTT,6450,0.7402
DMU,30,20,5,rule,buffer,MOR,6973,0.7402
DMU,30,20,5,rule,buffer,FDD/MWKR,6812,0.7402
DMU,30,20,5,rule,buffer,LRPT,6496,0.7402
DMU,30,20,5,rule,buffer,SPT,6244,0.7402
DMU,30,20,6,rule,buffer,LTT,6134,0.6727
DMU,30,20,6,rule,buffer,MOR,6421,0.6727
DMU,30,20,6,rule,buffer,FDD/MWKR,6564,0.6727
DMU,30,20,6,rule,buffer,LRPT,6371,0.6727
DMU,30,20,6,rule,buffer,SPT,6168,0.6727
DMU,30,20,7,rule,buffer,LTT,6379,0.6805
DMU,30,20,7,rule,buffer,MOR,6519,0.6805
DMU,30,20,7,rule,buffer,FDD/MWKR,6442,0.6805
DMU,30,20,7,rule,buffer,LRPT,6556,0.6805
DMU,30,20,7,rule,buffer,SPT,5981,0.6805
DMU,30,20,8,rule,buffer,LTT,6532,0.6712
DMU,30,20,8,rule,buffer,MOR,6746,0.6712
DMU,30,20,8,rule,buffer,FDD/MWKR,6677,0.6712
DMU,30,20,8,rule,buffer,LRPT,6675,0.6712
DMU,30,20,8,rule,buffer,SPT,6077,0.6712
DMU,30,20,9,rule,buffer,LTT,6191,0.7053
DMU,30,20,9,rule,buffer,MOR,6681,0.7053
DMU,30,20,9,rule,buffer,FDD/MWKR,6718,0.7053
DMU,30,20,9,rule,buffer,LRPT,6491,0.7053
DMU,30,20,9,rule,buffer,SPT,6544,0.7053
DMU,40,15,0,rule,buffer,LTT,5179,0.7352
DMU,40,15,0,rule,buffer,MOR,5443,0.7352
DMU,40,15,0,rule,buffer,FDD/MWKR,5058,0.7352
DMU,40,15,0,rule,buffer,LRPT,5332,0.7352
DMU,40,15,0,rule,buffer,SPT,5419,0.7352
DMU,40,15,1,rule,buffer,LTT,5331,0.6828
DMU,40,15,1,rule,buffer,MOR,5137,0.6828
DMU,40,15,1,rule,buffer,FDD/MWKR,5389,0.6828
DMU,40,15,1,rule,buffer,LRPT,5525,0.6828
DMU,40,15,1,rule,buffer,SPT,5661,0.6828
DMU,40,15,2,rule,buffer,LTT,5105,0.6544
DMU,40,15,2,rule,buffer,MOR,5039,0.6544
DMU,40,15,2,rule,buffer,FDD/MWKR,5225,0.6544
DMU,40,15,2,rule,buffer,LRPT,5062,0.6544
DMU,40,15,2,rule,buffer,SPT,5956,0.6544
DMU,40,15,3,rule,buffer,LTT,5072,0.6893
DMU,40,15,3,rule,buffer,MOR,5269,0.6893
DMU,40,15,3,rule,buffer,FDD/MWKR,5257,0.6893
DMU,40,15,3,rule,buffer,LRPT,5258,0.6893
DMU,40,15,3,rule,buffer,SPT,5355,0.6893
DMU,40,15,4,rule,buffer,LTT,4501,0.6981
DMU,40,15,4,rule,buffer,MOR,4548,0.6981
DMU,40,15,4,rule,buffer,FDD/MWKR,4709,0.6981
DMU,40,15,4,rule,buffer,LRPT,4606,0.6981
DMU,40,15,4,rule,buffer,SPT,4743,0.6981
DMU,40,15,5,rule,buffer,LTT,7267,0.6871
DMU,40,15,5,rule,buffer,MOR,7892,0.6871
DMU,40,15,5,rule,buffer,FDD/MWKR,7807,0.6871
DMU,40,15,5,rule,buffer,LRPT,7363,0.6871
DMU,40,15,5,rule,buffer,SPT,6302,0.6871
DMU,40,15,6,rule,buffer,LTT,7146,0.6931
DMU,40,15,6,rule,buffer,MOR,7803,0.6931
DMU,40,15,6,rule,buffer,FDD/MWKR,7695,0.6931
DMU,40,15,6,rule,buffer,LRPT,7297,0.6931
DMU,40,15,6,rule,buffer,SPT,6657,0.6931
DMU,40,15,7,rule,buffer,LTT,7426,0.6783
DMU,40,15,7,rule,buffer,MOR,8016,0.6783
DMU,40,15,7,rule,buffer,FDD/MWKR,7711,0.6783
DMU,40,15,7,rule,buffer,LRPT,7660,0.6783
DMU,40,15,7,rule,buffer,SPT,6578,0.6783
DMU,40,15,8,rule,buffer,LTT,6898,0.7046
DMU,40,15,8,rule,buffer,MOR,7831,0.7046
DMU,40,15,8,rule,buffer,FDD/MWKR,7263,0.7046
DMU,40,15,8,rule,buffer,LRPT,7028,0.7046
DMU,40,15,8,rule,buffer,SPT,7067,0.7046
DMU,40,15,9,rule,buffer,LTT,6951,0.7328
DMU,40,15,9,rule,buffer,MOR,7856,0.7328
DMU,40,15,9,rule,buffer,FDD/MWKR,7801,0.7328
DMU,40,15,9,rule,buffer,LRPT,7066,0.7328
DMU,40,15,9,rule,buffer,SPT,6779,0.7328
DMU,40,20,0,rule,buffer,LTT,5573,0.9812
DMU,40,20,0,rule,buffer,MOR,5738,0.9812
DMU,40,20,0,rule,buffer,FDD/MWKR,5426,0.9812
DMU,40,20,0,rule,buffer,LRPT,5756,0.9812
DMU,40,20,0,rule,buffer,SPT,6244,0.9812
DMU,40,20,1,rule,buffer,LTT,5721,0.9741
DMU,40,20,1,rule,buffer,MOR,5933,0.9741
DMU,40,20,1,rule,buffer,FDD/MWKR,5846,0.9741
DMU,40,20,1,rule,buffer,LRPT,5990,0.9741
DMU,40,20,1,rule,buffer,SPT,6785,0.9741
DMU,40,20,2,rule,buffer,LTT,5634,1.0585
DMU,40,20,2,rule,buffer,MOR,5588,1.0585
DMU,40,20,2,rule,buffer,FDD/MWKR,5484,1.0585
DMU,40,20,2,rule,buffer,LRPT,5711,1.0585
DMU,40,20,2,rule,buffer,SPT,6316,1.0585
DMU,40,20,3,rule,buffer,LTT,5523,0.9521
DMU,40,20,3,rule,buffer,MOR,5774,0.9521
DMU,40,20,3,rule,buffer,FDD/MWKR,5603,0.9521
DMU,40,20,3,rule,buffer,LRPT,5501,0.9521
DMU,40,20,3,rule,buffer,SPT,6468,0.9521
DMU,40,20,4,rule,buffer,LTT,5726,0.9816
DMU,40,20,4,rule,buffer,MOR,5529,0.9816
DMU,40,20,4,rule,buffer,FDD/MWKR,5537,0.9816
DMU,40,20,4,rule,buffer,LRPT,6044,0.9816
DMU,40,20,4,rule,buffer,SPT,5979,0.9816
DMU,40,20,5,rule,buffer,LTT,8171,1.0423
DMU,40,20,5,rule,buffer,MOR,8627,1.0423
DMU,40,20,5,rule,buffer,FDD/MWKR,8664,1.0423
DMU,40,20,5,rule,buffer,LRPT,8265,1.0423
DMU,40,20,5,rule,buffer,SPT,7865,1.0423
DMU,40,20,6,rule,buffer,LTT,7741,0.9902
DMU,40,20,6,rule,buffer,MOR,8465,0.9902
DMU,40,20,6,rule,buffer,FDD/MWKR,8373,0.9902
DMU,40,20,6,rule,buffer,LRPT,7805,0.9902
DMU,40,20,6,rule,buffer,SPT,8559,0.9902
DMU,40,20,7,rule,buffer,LTT,8139,1
DMU,40,20,7,rule,buffer,MOR,8504,1
DMU,40,20,7,rule,buffer,FDD/MWKR,8338,1
DMU,40,20,7,rule,buffer,LRPT,8415,1
DMU,40,20,7,rule,buffer,SPT,8112,1
DMU,40,20,8,rule,buffer,LTT,7617,1.0108
DMU,40,20,8,rule,buffer,MOR,8343,1.0108
DMU,40,20,8,rule,buffer,FDD/MWKR,7977,1.0108
DMU,40,20,8,rule,buffer,LRPT,7760,1.0108
DMU,40,20,8,rule,buffer,SPT,7424,1.0108
DMU,40,20,9,rule,buffer,LTT,7884,1.0893
DMU,40,20,9,rule,buffer,MOR,8394,1.0893
DMU,40,20,9,rule,buffer,FDD/MWKR,8327,1.0893
DMU,40,20,9,rule,buffer,LRPT,8538,1.0893
DMU,40,20,9,rule,buffer,SPT,8303,1.0893
DMU,50,15,0,rule,buffer,LTT,6233,0.9183
DMU,50,15,0,rule,buffer,MOR,6520,0.9183
DMU,50,15,0,rule,buffer,FDD/MWKR,6367,0.9183
DMU,50,15,0,rule,buffer,LRPT,6443,0.9183
DMU,50,15,0,rule,buffer,SPT,6825,0.9183
DMU,50,15,1,rule,buffer,LTT,5927,0.9091
DMU,50,15,1,rule,buffer,MOR,6394,0.9091
DMU,50,15,1,rule,buffer,FDD/MWKR,5927,0.9091
DMU,50,15,1,rule,buffer,LRPT,6091,0.9091
DMU,50,15,1,rule,buffer,SPT,6665,0.9091
DMU,50,15,2,rule,buffer,LTT,5963,0.9399
DMU,50,15,2,rule,buffer,MOR,5866,0.9399
DMU,50,15,2,rule,buffer,FDD/MWKR,5926,0.9399
DMU,50,15,2,rule,buffer,LRPT,6261,0.9399
DMU,50,15,2,rule,buffer,SPT,7073,0.9399
DMU,50,15,3,rule,buffer,LTT,6003,0.9012
DMU,50,15,3,rule,buffer,MOR,5996,0.9012
DMU,50,15,3,rule,buffer,FDD/MWKR,5886,0.9012
DMU,50,15,3,rule,buffer,LRPT,6124,0.9012
DMU,50,15,3,rule,buffer,SPT,6966,0.9012
DMU,50,15,4,rule,buffer,LTT,6142,0.887
DMU,50,15,4,rule,buffer,MOR,6070,0.887
DMU,50,15,4,rule,buffer,FDD/MWKR,5970,0.887
DMU,50,15,4,rule,buffer,LRPT,6120,0.887
DMU,50,15,4,rule,buffer,SPT,6965,0.887
DMU,50,15,5,rule,buffer,LTT,8834,0.9783
DMU,50,15,5,rule,buffer,MOR,9652,0.9783
DMU,50,15,5,rule,buffer,FDD/MWKR,9293,0.9783
DMU,50,15,5,rule,buffer,LRPT,9211,0.9783
DMU,50,15,5,rule,buffer,SPT,8115,0.9783
DMU,50,15,6,rule,buffer,LTT,9290,0.9199
DMU,50,15,6,rule,buffer,MOR,10272,0.9199
DMU,50,15,6,rule,buffer,FDD/MWKR,9618,0.9199
DMU,50,15,6,rule,buffer,LRPT,9371,0.9199
DMU,50,15,6,rule,buffer,SPT,8153,0.9199
DMU,50,15,7,rule,buffer,LTT,8708,0.9469
DMU,50,15,7,rule,buffer,MOR,9798,0.9469
DMU,50,15,7,rule,buffer,FDD/MWKR,9182,0.9469
DMU,50,15,7,rule,buffer,LRPT,8950,0.9469
DMU,50,15,7,rule,buffer,SPT,7952,0.9469
DMU,50,15,8,rule,buffer,LTT,8692,0.9103
DMU,50,15,8,rule,buffer,MOR,9776,0.9103
DMU,50,15,8,rule,buffer,FDD/MWKR,9348,0.9103
DMU,50,15,8,rule,buffer,LRPT,8982,0.9103
DMU,50,15,8,rule,buffer,SPT,7743,0.9103
DMU,50,15,9,rule,buffer,LTT,8619,0.9166
DMU,50,15,9,rule,buffer,MOR,9599,0.9166
DMU,50,15,9,rule,buffer,FDD/MWKR,9172,0.9166
DMU,50,15,9,rule,buffer,LRPT,8758,0.9166
DMU,50,15,9,rule,buffer,SPT,7939,0.9166
DMU,50,20,0,rule,buffer,LTT,6644,1.1795
DMU,50,20,0,rule,buffer,MOR,6655,1.1795
DMU,50,20,0,rule,buffer,FDD/MWKR,6880,1.1795
DMU,50,20,0,rule,buffer,LRPT,6929,1.1795
DMU,50,20,0,rule,buffer,SPT,7445,1.1795
DMU,50,20,1,rule,buffer,LTT,6699,1.2373
DMU,50,20,1,rule,buffer,MOR,6934,1.2373
DMU,50,20,1,rule,buffer,FDD/MWKR,6880,1.2373
DMU,50,20,1,rule,buffer,LRPT,6694,1.2373
DMU,50,20,1,rule,buffer,SPT,7221,1.2373
DMU,50,20,2,rule,buffer,LTT,6648,1.2418
DMU,50,20,2,rule,buffer,MOR,7238,1.2418
DMU,50,20,2,rule,buffer,FDD/MWKR,6996,1.2418
DMU,50,20,2,rule,buffer,LRPT,6900,1.2418
DMU,50,20,2,rule,buffer,SPT,7653,1.2418
DMU,50,20,3,rule,buffer,LTT,6637,1.1984
DMU,50,20,3,rule,buffer,MOR,6329,1.1984
DMU,50,20,3,rule,buffer,FDD/MWKR,6486,1.1984
DMU,50,20,3,rule,buffer,LRPT,6823,1.1984
DMU,50,20,3,rule,buffer,SPT,7078,1.1984
DMU,50,20,4,rule,buffer,LTT,6503,1.2511
DMU,50,20,4,rule,buffer,MOR,6824,1.2511
DMU,50,20,4,rule,buffer,FDD/MWKR,6881,1.2511
DMU,50,20,4,rule,buffer,LRPT,6513,1.2511
DMU,50,20,4,rule,buffer,SPT,7225,1.2511
DMU,50,20,5,rule,buffer,LTT,9615,1.2448
DMU,50,20,5,rule,buffer,MOR,9980,1.2448
DMU,50,20,5,rule,buffer,FDD/MWKR,9896,1.2448
DMU,50,20,5,rule,buffer,LRPT,9778,1.2448
DMU,50,20,5,rule,buffer,SPT,8836,1.2448
DMU,50,20,6,rule,buffer,LTT,9645,1.2316
DMU,50,20,6,rule,buffer,MOR,10519,1.2316
DMU,50,20,6,rule,buffer,FDD/MWKR,10020,1.2316
DMU,50,20,6,rule,buffer,LRPT,9648,1.2316
DMU,50,20,6,rule,buffer,SPT,9154,1.2316
DMU,50,20,7,rule,buffer,LTT,9253,1.3216
DMU,50,20,7,rule,buffer,MOR,10526,1.3216
DMU,50,20,7,rule,buffer,FDD/MWKR,10307,1.3216
DMU,50,20,7,rule,buffer,LRPT,9335,1.3216
DMU,50,20,7,rule,buffer,SPT,8799,1.3216
DMU,50,20,8,rule,buffer,LTT,9626,1.2042
DMU,50,20,8,rule,buffer,MOR,10567,1.2042
DMU,50,20,8,rule,buffer,FDD/MWKR,10426,1.2042
DMU,50,20,8,rule,buffer,LRPT,9774,1.2042
DMU,50,20,8,rule,buffer,SPT,9007,1.2042
DMU,50,20,9,rule,buffer,LTT,9241,1.2928
DMU,50,20,9,rule,buffer,MOR,10358,1.2928
DMU,50,20,9,rule,buffer,FDD/MWKR,9388,1.2928
DMU,50,20,9,rule,buffer,LRPT,9409,1.2928
DMU,50,20,9,rule,buffer,SPT,9004,1.2928
