FLOW,10,5,0,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,722,1.0329,31,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,1,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,843,0.436,31,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,2,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,684,0.3996,34,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,3,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,843,0.3913,35,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,4,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,791,0.3704,33,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,5,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,807,0.3697,32,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,6,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,683,0.4341,38,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,7,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,679,0.3514,31,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,8,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,738,0.3693,33,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,5,9,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,837,0.3909,33,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,0,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1001,0.7461,63,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,1,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1120,0.8463,69,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,2,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1012,0.7604,60,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,3,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,956,0.6944,55,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,4,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1024,0.7553,59,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,5,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1154,0.7729,61,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,6,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,987,0.8254,63,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,7,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1009,0.6913,54,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,8,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,980,0.8545,66,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,10,10,9,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1129,0.7431,58,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,0,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1292,1.1994,89,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,1,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1103,1.0819,85,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,2,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1178,1.1444,88,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,3,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1266,0.9126,70,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,4,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1241,1.1174,87,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,5,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1225,1.0689,83,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,6,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1435,1.0304,77,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,7,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1322,1.1122,86,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,8,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1236,1.0532,82,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,5,9,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1267,1.0572,81,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,0,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1530,2.0036,150,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,1,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1637,2.1495,162,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,2,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1550,2.0681,155,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,3,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1655,2.0119,152,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,4,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1645,1.9806,150,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,5,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1573,1.9238,144,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,6,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1607,2.1441,160,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,7,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1564,1.9697,149,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,8,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1592,2.2955,154,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,20,10,9,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,1622,2.0464,156,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,0,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2748,3.4589,244,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,1,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2745,3.2361,230,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,2,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3030,2.9826,211,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,3,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2989,3.3045,236,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,4,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2968,3.2118,231,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,5,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2846,3.3527,238,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,6,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2774,3.1726,229,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,7,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3218,3.0087,212,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,8,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2711,3.2228,221,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,5,9,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,2895,3.4034,245,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,0,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3222,6.983,455,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,1,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3151,6.8456,436,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,2,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3090,6.8996,432,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,3,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3210,6.9362,447,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,4,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3344,6.8683,442,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,5,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3235,7.1383,440,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,6,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3221,7.0697,451,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,7,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3363,7.1549,436,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,8,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3116,7.2305,462,3,dyn,type_all_pred_GAT2_mean_global,,0,True
FLOW,50,10,9,GNN_BC_policy,conflict,mc_gap_mc_load_prt_norm,model,0.001,1e-05,MSE,3256,7.2286,434,3,dyn,type_all_pred_GAT2_mean_global,,0,True
